AREA,DATE_SALE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALE_COND
Adyar,07-12-2006,1261,2,2,4,9653285,Yes,17-12-1967,337865,57920,Adj Land
Karapakkam,06-06-2011,807,1,1,2,7603375,Yes,07-06-2004,235705,60827,Normal Sale
Karapakkam,04-06-2010,642,1,1,2,7374500,Yes,11-06-1980,346602,169614,Ab Normal
Velachery,07-05-2006,1850,3,2,5,10235550,Yes,19-05-1956,317302,81884,Family
T Nagar,22-09-2010,1788,1,1,4,21217800,Yes,24-09-2000,742623,381920,Adj Land
Karapakkam,08-09-2011,1639,2,2,4,9464500,Yes,17-09-1975,416438,170361,Partial
Velachery,16-04-2005,1958,3,2,5,15003560,Yes,21-04-1987,465110,210050,Ab Normal
Adyar,09-12-2011,1270,2,2,4,10185610,Yes,17-12-1977,407424,101856,Normal Sale
KK Nagar,25-12-2008,2292,4,2,6,12946500,Yes,29-12-1995,466074,245984,Partial
KK Nagar,03-09-2009,1865,3,2,5,16935440,Yes,09-09-1987,829837,287902,Partial
Adyar,25-08-2009,981,1,1,3,9347935,Yes,27-08-2000,345874,56088,Family
Karapakkam,08-08-2011,916,1,1,3,5434250,Yes,19-08-1966,266278,114119,Normal Sale
Velachery,31-08-2007,1908,3,2,5,11663490,Yes,03-09-1995,373232,209943,Normal Sale
Anna Nagar,12-01-2012,1936,2,1,5,15589440,Yes,21-01-1974,420915,280610,Normal Sale
Chrompet,18-09-2007,1083,1,1,3,14200900,Yes,27-09-1969,397625,213014,Family
Anna Nagar,28-02-2009,1780,1,1,4,13709340,Yes,08-03-1977,520955,178221,Ab Normal
T Nagar,21-09-2007,1934,2,1,5,22053480,Yes,25-09-1988,838032,154374,Ab Normal
Karapakkam,16-11-2009,1043,1,1,3,7356625,Yes,23-11-1981,323692,183916,Family
Karapakkam,26-09-2010,704,1,1,2,7338250,Yes,06-10-1971,352236,168780,Normal Sale
Karapakkam,03-11-2010,1279,1,1,3,6849125,Yes,09-11-1986,219172,89039,Partial
Karapakkam,17-12-2010,1568,2,2,4,10462500,Yes,20-12-1996,376650,209250,Adj Land
KK Nagar,13-04-2008,2011,3,2,5,17523920,Yes,17-04-1992,560765,315431,Normal Sale
Anna Nagar,23-07-2008,1569,1,1,4,11231390,Yes,31-07-1976,336942,67388,Partial
KK Nagar,06-03-2010,2068,3,2,5,12711220,Yes,09-03-1997,419470,139823,Family
Chrompet,19-11-2009,728,1,1,2,9368650,Yes,22-11-1998,252954,74949,Ab Normal
Karapakkam,20-10-2010,907,1,1,3,7074750,Yes,24-10-1995,353738,155645,Adj Land
KK Nagar,09-06-2009,2038,3,2,5,16593240,Yes,15-06-1987,580763,348458,Family
Chrompet,22-12-2014,797,1,1,2,12335200,Yes,30-12-1982,394726,209698,Normal Sale
Karapakkam,20-11-2010,1684,2,2,4,10284000,Yes,21-11-2004,390792,154260,Normal Sale
Adyar,15-03-2012,1282,2,2,4,7976295,Yes,24-03-1979,279170,103692,Family
Chrompet,17-10-2010,932,1,1,3,9801040,Yes,20-10-1998,323434,147016,Adj Land
Velachery,26-07-2011,1564,2,1,4,14917750,Yes,29-07-1996,581792,179013,Partial
KK Nagar,25-04-2009,1566,2,1,4,10362620,Yes,26-04-2004,331604,238340,Normal Sale
Karapakkam,21-08-2011,1649,2,2,4,8438625,Yes,26-08-1990,413493,118141,Normal Sale
Karapakkam,14-01-2011,1081,1,1,3,5818500,Yes,16-01-2003,256014,52367,Ab Normal
Velachery,17-07-2007,1889,3,2,5,15472200,Yes,29-07-1957,464166,123778,Adj Land
Chrompet,04-02-2008,779,1,1,2,7883050,Yes,10-02-1981,212842,102480,Family
Chrompet,26-10-2007,984,1,1,3,13197400,Yes,28-10-1999,395922,92382,Normal Sale
KK Nagar,23-04-2008,2495,4,2,6,14093240,Yes,28-04-1991,436890,112746,Partial
Chrompet,19-09-2007,973,1,1,3,9869710,Yes,23-09-1989,305961,59218,Adj Land
T Nagar,25-04-2011,1725,1,1,4,14844980,Yes,02-05-1982,534419,89070,Ab Normal
Adyar,25-05-2011,989,1,1,3,9040975,Yes,31-05-1986,307393,45205,Adj Land
Karapakkam,06-02-2012,923,1,1,3,6996125,Yes,08-02-2002,300833,125930,Adj Land
Velachery,22-10-2011,1794,2,1,4,10148300,Yes,02-11-1966,365339,162373,Adj Land
Chrompet,11-03-2010,1085,1,1,3,10101200,Yes,20-03-1973,333340,101012,Normal Sale
KK Nagar,20-08-2008,2070,3,2,5,11772340,Yes,25-08-1991,529755,94179,Partial
Chrompet,08-09-2008,959,1,1,3,12492400,Yes,11-09-1996,337295,199878,Ab Normal
KK Nagar,22-02-2010,1377,2,1,4,14392520,Yes,26-02-1994,446168,215888,Family
Velachery,02-08-2011,1862,3,2,5,12097820,Yes,04-08-2000,411326,241956,Normal Sale
Velachery,21-08-2005,1594,2,1,4,10163940,Yes,02-09-1958,304918,111803,Adj Land
Chrompet,09-04-2013,1016,1,1,3,10780920,Yes,15-04-1989,291085,107809,Normal Sale
KK Nagar,03-02-2012,2321,4,2,6,12756200,Yes,08-02-1992,612298,306149,Family
Chrompet,06-12-2013,707,1,1,2,7972690,Yes,16-12-1975,263099,127563,Family
Chrompet,16-10-2011,707,1,1,2,7197800,Yes,21-10-1991,230330,43187,Adj Land
Adyar,13-02-2010,1120,1,1,3,10439690,Yes,20-02-1984,407148,41759,Ab Normal
Adyar,16-06-2007,774,1,1,2,11827040,Yes,25-06-1971,413946,70962,Ab Normal
Chrompet,24-05-2014,1083,1,1,3,9045250,Yes,30-05-1991,289448,72362,Family
Velachery,27-07-2005,1725,2,1,4,10994850,Yes,31-07-1990,340840,208902,Family
Adyar,23-01-2008,1052,1,1,3,14737850,Yes,30-01-1978,530563,147379,Adj Land
Adyar,22-02-2010,667,1,1,2,7335890,Yes,24-02-2004,278764,7336,Partial
Anna Nagar,16-04-2009,1952,2,1,5,22633000,Yes,20-04-1994,792155,135798,Adj Land
Anna Nagar,13-01-2010,1988,2,1,5,13921240,Yes,17-01-1993,431558,236661,Normal Sale
KK Nagar,17-01-2011,1602,2,1,4,9651940,Yes,21-01-1994,424685,144779,Normal Sale
Adyar,19-08-2010,893,1,1,3,7700295,Yes,22-08-1997,284911,69303,Normal Sale
Anna Nagar,17-05-2009,1968,2,1,5,14057110,Yes,24-05-1981,506056,253028,Ab Normal
Velachery,08-09-2008,1643,2,1,4,8657220,Yes,21-09-1957,337632,69258,Normal Sale
Anna Nagar,04-06-2012,1845,2,1,5,14408010,Yes,10-06-1989,374608,259344,Partial
Velachery,03-06-2006,1644,2,1,4,10563530,Yes,11-06-1972,338033,137326,Normal Sale
T Nagar,13-06-2014,1932,2,1,5,15399860,Yes,14-06-2009,569795,230998,Partial
Anna Nagar,31-08-2014,1838,2,1,5,14973480,Yes,09-09-1977,568992,254549,Partial
Chrompet,07-06-2008,1016,1,1,3,8078550,Yes,17-06-1971,201964,105021,Ab Normal
Chrompet,05-05-2008,734,1,1,2,9632330,Yes,09-05-1995,240808,134853,Ab Normal
KK Nagar,29-11-2008,1304,1,1,3,8718400,Yes,02-12-1998,322581,217960,Ab Normal
Adyar,06-09-2011,698,1,1,2,9155815,Yes,11-09-1990,357077,82402,Normal Sale
Karapakkam,08-08-2010,645,1,1,2,4512250,Yes,12-08-1993,171466,108294,Family
KK Nagar,17-05-2009,1640,2,1,4,9722500,Yes,23-05-1984,379178,204173,Partial
Velachery,19-07-2009,1799,2,1,4,11762140,Yes,22-07-1997,411675,82335,Adj Land
KK Nagar,20-10-2010,1890,3,2,5,12063380,Yes,25-10-1991,373965,144761,Normal Sale
Chrompet,18-05-2012,948,1,1,3,13870800,Yes,20-05-2004,416124,208062,Ab Normal
Anna Nagar,10-03-2012,1761,1,1,4,20817260,Yes,19-03-1979,707787,166538,Normal Sale
Karapakkam,31-07-2010,1645,2,2,4,6895000,Yes,12-08-1960,282695,124110,Ab Normal
Karapakkam,14-11-2010,934,1,1,3,9555750,Yes,23-11-1973,324896,191115,Normal Sale
Anna Nagar,11-12-2009,1773,1,1,4,12439640,Yes,20-12-1972,485146,87077,Adj Land
Karapakkam,08-06-2010,1350,2,2,4,7074750,Yes,14-06-1984,261766,56598,Normal Sale
Anna Nagar,01-05-2009,1959,2,1,5,14344210,Yes,06-05-1991,415982,114754,Adj Land
Karapakkam,17-05-2011,1677,2,2,4,10302000,Yes,24-05-1983,473892,247248,Family
Karapakkam,17-12-2011,1538,2,2,4,10911000,Yes,19-12-2003,534639,141843,Adj Land
Adyar,23-09-2008,1098,1,1,3,9647855,Yes,28-09-1991,356971,38591,Partial
Chrompet,04-06-2007,1146,1,1,3,13822050,Yes,05-06-2000,414662,165865,Adj Land
Anna Nagar,26-09-2012,1578,1,1,4,19627640,Yes,02-10-1990,510319,255159,Adj Land
Karapakkam,23-08-2009,1483,2,2,4,6755000,Yes,01-09-1975,324240,114835,Partial
KK Nagar,05-07-2011,1423,2,1,4,14345060,Yes,08-07-1998,688563,200831,Ab Normal
T Nagar,19-08-2007,1812,2,1,5,14717440,Yes,21-08-1998,456241,132457,Ab Normal
Karapakkam,22-02-2011,1028,1,1,3,8255500,Yes,01-03-1981,404520,107322,Ab Normal
Adyar,29-11-2006,1215,2,2,4,10727975,Yes,05-12-1981,407663,75096,Family
Adyar,29-12-2010,971,1,1,3,6286255,Yes,07-01-1974,201160,88008,Partial
KK Nagar,17-07-2011,1323,1,1,3,8779820,Yes,22-07-1990,395092,149257,Family
Anna Nagar,03-03-2012,1978,2,1,5,15417080,Yes,09-03-1990,385427,169588,Normal Sale
Chrompet,12-09-2007,1041,1,1,3,13511550,Yes,13-09-2002,445881,108092,Adj Land
KK Nagar,06-12-2011,1407,2,1,4,9451780,Yes,08-12-2002,472589,207939,Adj Land
Anna Nagar,14-07-2011,1905,2,1,5,20999330,Yes,25-07-1967,713977,398987,Ab Normal
Karapakkam,11-02-2010,1198,1,1,3,6056500,Yes,21-02-1972,248317,96904,Family
KK Nagar,22-02-2011,2234,4,2,6,14516600,Yes,23-02-2005,696797,232266,Normal Sale
Chrompet,15-01-2011,1212,2,1,4,9572950,Yes,18-01-1998,277616,67011,Family
Karapakkam,06-01-2011,919,1,1,3,7855000,Yes,09-01-1997,361330,172810,Adj Land
Velachery,07-01-2007,1895,3,2,5,16567500,Yes,13-01-1982,612998,182243,Normal Sale
KK Nagar,15-01-2010,1373,2,1,4,12442340,Yes,22-01-1983,398155,211520,Family
Chrompet,07-04-2013,741,1,1,2,7954770,Yes,14-04-1985,222734,71593,Family
Chrompet,05-02-2009,777,1,1,2,8570300,Yes,11-02-1987,274250,119984,Adj Land
Adyar,20-12-2008,835,1,1,3,10525625,Yes,29-12-1973,399974,136833,Partial
KK Nagar,23-03-2009,1778,3,2,5,11177540,Yes,25-03-2002,502989,279439,Family
T Nagar,30-04-2014,1541,1,1,4,13654950,Yes,01-05-2009,355029,136550,Family
Karapakkam,02-07-2011,1615,2,2,4,8586625,Yes,08-07-1985,326292,145973,Normal Sale
Adyar,10-04-2009,1030,1,1,3,12591440,Yes,14-04-1993,478475,37774,Ab Normal
Anna Nagar,22-12-2006,1733,1,1,4,13554690,Yes,31-12-1969,447305,135547,Partial
Karapakkam,15-08-2011,920,1,1,3,6662000,Yes,18-08-1999,266480,53296,Partial
Anna Nagar,29-08-2007,1994,2,1,5,22124730,Yes,04-09-1983,597368,398245,Partial
Karapakkam,18-08-2010,1158,1,1,3,5782500,Yes,27-08-1975,265995,57825,Family
Anna Nagar,14-11-2014,1704,1,1,4,11374070,Yes,17-11-2003,284352,102367,Partial
Karapakkam,16-06-2010,1139,1,1,3,6057375,Yes,26-06-1969,205951,54516,Adj Land
Adyar,10-02-2012,1138,1,1,3,13385355,Yes,14-02-1995,441717,187395,Ab Normal
Anna Nagar,03-05-2008,1781,1,1,4,13948580,Yes,10-05-1983,390560,139486,Ab Normal
Karapakkam,16-11-2009,573,1,1,2,5815125,Yes,23-11-1980,232605,63966,Family
Chrompet,05-07-2011,1261,2,1,4,10438400,Yes,06-07-2007,344467,146138,Family
Chrompet,03-08-2010,1138,1,1,3,10448260,Yes,08-08-1990,261207,52241,Adj Land
T Nagar,28-02-2009,1913,2,1,5,20703290,Yes,11-03-1967,703912,269143,Partial
KK Nagar,31-03-2010,1586,2,1,4,10374040,Yes,01-04-2004,394214,259351,Ab Normal
Adyar,25-09-2007,988,1,1,3,6881585,Yes,29-09-1988,206448,103224,Ab Normal
Karapakkam,21-01-2011,1142,1,1,3,7793500,Yes,01-02-1968,327327,171457,Family
Velachery,11-07-2006,1770,2,1,4,11341450,Yes,17-07-1981,385609,215488,Adj Land
T Nagar,07-12-2008,1597,1,1,4,12654180,Yes,11-12-1992,442896,126542,Family
Chrompet,08-02-2008,894,1,1,3,8580950,Yes,12-02-1991,257429,42905,Ab Normal
Chrompet,27-04-2014,1210,2,1,4,11254700,Yes,03-05-1988,371405,135056,Adj Land
Adyar,05-06-2007,907,1,1,3,7150185,Yes,09-06-1988,235956,107253,Partial
Adyar,20-07-2011,998,1,1,3,6587380,Yes,28-07-1979,204209,19762,Family
Karapakkam,02-07-2010,1451,2,2,4,13851000,Yes,08-07-1986,457083,110808,Ab Normal
Karapakkam,19-10-2011,1273,1,1,3,6590000,Yes,22-10-1997,263600,65900,Normal Sale
Karapakkam,12-07-2011,1435,2,2,4,11395000,Yes,15-07-1999,535565,193715,Normal Sale
Karapakkam,20-09-2010,1080,1,1,3,10699500,Yes,01-10-1964,492177,213990,Family
Karapakkam,30-11-2009,1112,1,1,3,5094500,Yes,12-12-1963,203780,106985,Normal Sale
Velachery,18-07-2006,1857,3,2,5,11346080,Yes,21-07-1992,397113,102115,Family
Chrompet,02-04-2011,1155,1,1,3,9546450,Yes,10-04-1976,286394,133650,Adj Land
KK Nagar,24-08-2010,2260,4,2,6,12224420,Yes,29-08-1989,562323,97795,Adj Land
Karapakkam,10-02-2010,970,1,1,3,5745250,Yes,20-02-1971,189593,57453,Adj Land
Chrompet,12-09-2011,996,1,1,3,8934470,Yes,13-09-2006,259100,134017,Adj Land
Karapakkam,26-03-2010,1140,1,1,3,5101000,Yes,06-04-1966,198939,56111,Partial
KK Nagar,04-08-2011,1538,2,1,4,14394140,Yes,08-08-1994,489401,158336,Partial
Karapakkam,02-03-2011,1570,2,2,4,8022500,Yes,10-03-1977,393103,176495,Partial
Chrompet,07-06-2012,947,1,1,3,14095950,Yes,09-06-2007,436974,183247,Ab Normal
Adyar,08-04-2007,997,1,1,3,9429275,Yes,09-04-2002,358312,122581,Adj Land
T Nagar,23-11-2010,1669,1,1,4,13511360,Yes,01-12-1978,405341,202670,Ab Normal
KK Nagar,05-02-2012,2289,4,2,6,12943320,Yes,06-02-2006,621279,168263,Adj Land
KK Nagar,23-02-2011,2041,3,2,5,17224100,Yes,01-03-1986,620068,361706,Family
Karapakkam,25-01-2012,805,1,1,2,7397875,Yes,27-01-2002,369894,147958,Partial
Adyar,11-08-2007,1130,1,1,3,8852085,Yes,15-08-1988,345231,97373,Ab Normal
Adyar,28-02-2010,1230,2,2,4,10670035,Yes,02-03-2001,362781,106700,Partial
Chrompet,31-12-2014,1265,2,1,4,9750500,Yes,06-01-1989,243763,107256,Partial
Chrompet,11-05-2009,740,1,1,2,9057500,Yes,21-05-1971,289840,117748,Partial
Karapakkam,12-05-2011,1076,1,1,3,6167000,Yes,22-05-1971,203511,148008,Ab Normal
KK Nagar,02-10-2010,1869,3,2,5,12958620,Yes,07-10-1988,401717,311007,Adj Land
Adyar,08-05-2009,1228,2,2,4,13028240,Yes,17-05-1973,495073,182395,Family
Anna Nagar,12-08-2010,1670,1,1,4,13361380,Yes,17-08-1991,467648,173698,Normal Sale
Chrompet,03-07-2010,731,1,1,2,8712970,Yes,10-07-1980,243963,69704,Partial
Velachery,22-03-2011,1634,2,1,4,14901220,Yes,23-03-2005,491740,223518,Ab Normal
Anna Nagar,07-11-2014,1650,1,1,4,15032380,Yes,17-11-1975,541166,150324,Adj Land
T Nagar,25-09-2014,1849,2,1,5,16295260,Yes,27-09-2007,521448,146657,Ab Normal
Karapakkam,19-10-2009,879,1,1,2,6040500,Yes,01-11-1959,253701,84567,Adj Land
KK Nagar,15-05-2011,2459,4,2,6,12543380,Yes,17-05-2002,451562,213237,Adj Land
Karapakkam,18-05-2011,547,1,1,2,5015625,Yes,27-05-1975,215672,90281,Partial
Karapakkam,07-04-2011,505,1,1,2,5770875,Yes,17-04-1971,173126,69251,Adj Land
Adyar,26-10-2006,764,1,1,2,6472305,Yes,02-11-1979,226531,90612,Adj Land
Chrompet,24-04-2008,1110,1,1,3,12078350,Yes,03-05-1975,398586,157019,Family
Anna Nagar,22-01-2013,1898,2,1,5,13081070,Yes,24-01-2007,340108,196216,Family
Karapakkam,03-10-2011,1484,2,2,4,9060500,Yes,06-10-1999,344299,144968,Family
Chrompet,12-09-2007,888,1,1,3,12827050,Yes,14-09-1996,359157,179579,Partial
Anna Nagar,12-04-2009,1977,2,1,5,22078000,Yes,13-04-2004,883120,132468,Family
Anna Nagar,12-09-2013,1929,2,1,5,22104600,Yes,20-09-1983,839975,243151,Family
Adyar,28-01-2011,1251,2,2,4,15965260,Yes,03-02-1987,494923,47896,Family
Adyar,18-06-2010,694,1,1,2,6732825,Yes,22-06-1995,249115,94260,Ab Normal
Chrompet,19-08-2007,1156,1,1,3,8715800,Yes,26-08-1979,278906,113305,Partial
Velachery,07-06-2007,1607,2,1,4,15344360,Yes,14-06-1979,506364,306887,Normal Sale
Karapakkam,14-08-2010,756,1,1,2,6810000,Yes,23-08-1974,251970,156630,Family
Adyar,23-03-2012,1253,2,2,4,14085560,Yes,29-03-1988,507080,56342,Adj Land
Velachery,20-02-2012,1954,3,2,5,17695060,Yes,23-02-1999,548547,194646,Family
T Nagar,30-04-2007,1503,1,1,4,12389840,Yes,08-05-1972,421255,74339,Family
Chrompet,17-08-2009,998,1,1,3,8967600,Yes,18-08-2005,277996,98644,Adj Land
Adyar,04-03-2012,1166,1,1,3,11129980,Yes,12-03-1980,434069,55650,Normal Sale
Adyar,13-09-2008,878,1,1,3,11160095,Yes,17-09-1995,446404,11160,Adj Land
Anna Nagar,01-02-2011,1573,1,1,4,18143430,Yes,09-02-1977,453586,290295,Partial
Karapakkam,10-11-2009,537,1,1,2,6176500,Yes,21-11-1967,259413,129707,Family
Chrompet,14-11-2010,1263,2,1,4,8342150,Yes,22-11-1977,241922,33369,Partial
Velachery,28-06-2009,1833,3,2,5,10132530,Yes,05-07-1980,344506,101325,Adj Land
Karapakkam,12-04-2011,737,1,1,2,5980500,Yes,23-04-1967,251181,119610,Family
Chrompet,27-06-2010,1073,1,1,3,13450300,Yes,30-06-1996,363158,107602,Partial
Chrompet,22-08-2010,1300,2,1,4,11613500,Yes,24-08-2000,313565,81295,Ab Normal
KK Nagar,21-01-2010,2252,4,2,6,13672720,Yes,25-01-1996,615272,300800,Ab Normal
Chrompet,26-09-2007,1214,2,1,4,9684200,Yes,01-10-1987,261473,164631,Partial
T Nagar,12-04-2008,1554,1,1,4,12545220,Yes,19-04-1982,401447,163088,Adj Land
Velachery,25-04-2007,1764,2,1,4,7938700,Yes,01-05-1982,277855,55571,Partial
T Nagar,22-01-2014,1675,1,1,4,12837050,Yes,02-02-1969,436460,102696,Normal Sale
Chrompet,17-04-2012,912,1,1,3,12124700,Yes,26-04-1978,327367,96998,Normal Sale
Chrompet,26-08-2012,822,1,1,3,9582140,Yes,30-08-1996,316211,105404,Normal Sale
Anna Nagar,07-12-2009,1917,2,1,5,14246350,Yes,18-12-1964,413144,170956,Family
T Nagar,02-01-2007,1850,2,1,5,21735940,Yes,07-01-1985,869438,326039,Adj Land
Anna Nagar,04-07-2008,1723,1,1,4,12305480,Yes,09-07-1989,406081,221499,Ab Normal
Karapakkam,21-10-2010,679,1,1,2,3914750,Yes,26-10-1991,172249,66551,Ab Normal
Chrompet,03-03-2007,1064,1,1,3,14285850,Yes,07-03-1988,400004,214288,Adj Land
Karapakkam,01-10-2009,1669,2,2,4,12432000,Yes,11-10-1969,410256,99456,Family
KK Nagar,20-02-2009,1759,2,1,4,12535180,Yes,23-02-1999,376055,175493,Family
Karapakkam,26-08-2011,671,1,1,2,9299500,Yes,06-09-1965,418478,223188,Adj Land
Chrompet,18-02-2010,723,1,1,2,10726300,Yes,26-02-1980,332515,160895,Ab Normal
KK Nagar,31-08-2010,1445,2,1,4,10788420,Yes,06-09-1984,485479,151038,Normal Sale
Anna Nagar,26-03-2012,1839,2,1,5,21122200,Yes,29-03-2002,654788,147855,Adj Land
Anna Nagar,23-01-2011,1589,1,1,4,12735120,Yes,28-01-1991,483935,241967,Family
Velachery,15-01-2006,1832,3,2,5,7852070,Yes,27-01-1960,266970,94225,Adj Land
Chrompet,11-10-2009,1000,1,1,3,12207750,Yes,19-10-1976,378440,183116,Ab Normal
Anna Nagar,19-06-2009,1822,2,1,5,21562790,Yes,22-06-1997,733135,172502,Normal Sale
Adyar,06-08-2010,772,1,1,2,6493670,Yes,15-08-1972,194810,58443,Partial
Chrompet,16-02-2008,1057,1,1,3,9364090,Yes,18-02-2000,243466,74913,Normal Sale
Anna Nagar,20-04-2008,1643,1,1,4,12078770,Yes,28-04-1977,386521,193260,Partial
T Nagar,06-02-2015,1946,2,1,5,21329650,Yes,16-02-1975,746538,213297,Partial
KK Nagar,26-02-2008,2242,4,2,6,12815640,Yes,02-03-1988,461363,294760,Ab Normal
Velachery,24-04-2008,1685,2,1,4,9852290,Yes,06-05-1961,354682,98523,Ab Normal
KK Nagar,10-12-2009,2326,4,2,6,12069180,Yes,15-12-1990,482767,253453,Ab Normal
Karapakkam,04-10-2009,576,1,1,2,4944250,Yes,16-10-1962,212603,98885,Ab Normal
Chrompet,21-01-2010,1256,2,1,4,10441050,Yes,26-01-1991,271467,146175,Normal Sale
Velachery,28-04-2006,1823,3,2,5,10058430,Yes,06-05-1972,362103,211227,Family
Chrompet,24-08-2012,917,1,1,3,11696200,Yes,27-08-2000,339190,175443,Partial
Velachery,28-07-2005,1991,3,2,5,10515160,Yes,31-07-1992,357515,189273,Partial
KK Nagar,15-10-2011,1591,2,1,4,9404200,Yes,20-10-1991,404381,225701,Ab Normal
Chrompet,20-02-2012,963,1,1,3,10093760,Yes,26-02-1985,272532,151406,Adj Land
Velachery,03-10-2004,1699,2,1,4,9706720,Yes,05-10-1998,349442,135894,Ab Normal
Adyar,14-03-2007,845,1,1,3,8397025,Yes,17-03-1992,285499,125955,Ab Normal
Chrompet,29-12-2010,857,1,1,3,10241290,Yes,06-01-1979,307239,81930,Adj Land
KK Nagar,27-01-2012,2478,4,2,6,12694600,Yes,29-01-2002,545868,304670,Adj Land
Velachery,13-12-2011,1572,2,1,4,10862580,Yes,15-12-2002,423641,195526,Family
KK Nagar,04-11-2009,2456,4,2,6,12973020,Yes,07-11-1998,609732,103784,Adj Land
Chrompet,19-05-2008,842,1,1,3,9103100,Yes,22-05-1998,245784,100134,Normal Sale
Chrompet,19-04-2009,1156,1,1,3,14579200,Yes,23-04-1993,481114,87475,Family
T Nagar,07-01-2011,1564,1,1,4,12503750,Yes,08-01-2006,387616,237571,Family
KK Nagar,26-07-2008,2163,3,2,5,18770340,Yes,02-08-1981,732043,150163,Ab Normal
Chrompet,29-08-2014,977,1,1,3,13484650,Yes,03-09-1995,444993,229239,Adj Land
Karapakkam,14-10-2011,1667,2,2,4,10768375,Yes,22-10-1978,323051,269209,Family
T Nagar,15-01-2007,1784,1,1,4,12199430,Yes,21-01-1983,487977,170792,Family
Anna Nagar,05-02-2011,1833,2,1,5,20628140,Yes,14-02-1974,515704,165025,Partial
KK Nagar,19-06-2011,1779,3,2,5,17338600,Yes,21-06-2001,676205,346772,Adj Land
T Nagar,15-01-2012,1923,2,1,5,21858180,Yes,22-01-1983,568313,349731,Ab Normal
Chrompet,24-08-2013,1280,2,1,4,11514600,Yes,27-08-2001,379982,57573,Partial
T Nagar,15-04-2010,1829,2,1,5,14832770,Yes,25-04-1969,548812,74164,Adj Land
Karapakkam,30-08-2011,1538,2,2,4,12514000,Yes,05-09-1987,500560,137654,Partial
Chrompet,18-01-2007,1279,2,1,4,16026600,Yes,23-01-1987,416692,144239,Adj Land
Karapakkam,05-12-2011,1116,1,1,3,9741000,Yes,14-12-1975,311712,233784,Adj Land
Adyar,08-06-2011,620,1,1,2,7629475,Yes,09-06-2006,282291,114442,Normal Sale
Chrompet,06-08-2008,1101,1,1,3,10178870,Yes,11-08-1990,274829,162862,Normal Sale
Chrompet,23-02-2010,1087,1,1,3,13340400,Yes,01-03-1986,346850,146744,Adj Land
KK Nagar,01-01-2011,1927,3,2,5,13484060,Yes,02-01-2005,539362,269681,Adj Land
Velachery,23-05-2011,1878,3,2,5,12669880,Yes,30-05-1982,506795,152039,Ab Normal
Anna Nagar,12-05-2007,1777,1,1,4,20037030,Yes,20-05-1973,541000,360667,Family
Adyar,15-02-2011,1256,2,2,4,15110580,Yes,18-02-1999,513760,135995,Normal Sale
Velachery,16-12-2011,1715,2,1,4,9316900,Yes,28-12-1961,335408,102486,Ab Normal
Karapakkam,21-01-2012,545,1,1,2,4190250,Yes,29-01-1979,129898,71234,Family
T Nagar,21-10-2007,1939,2,1,5,21141390,Yes,31-10-1965,803373,169131,Partial
Chrompet,19-03-2010,990,1,1,3,13523500,Yes,24-03-1988,351611,135235,Partial
Chrompet,06-10-2011,1031,1,1,3,8816220,Yes,11-10-1990,290935,132243,Partial
Velachery,11-12-2011,1724,2,1,4,15524880,Yes,17-12-1987,527846,232873,Ab Normal
Chrompet,25-04-2012,988,1,1,3,8109400,Yes,04-05-1976,218954,105422,Ab Normal
KK Nagar,27-02-2008,2174,3,2,5,17144820,Yes,04-03-1987,514345,205738,Family
Adyar,08-05-2007,930,1,1,3,8297305,Yes,14-05-1980,323595,24892,Normal Sale
Chrompet,11-08-2012,754,1,1,2,10443600,Yes,16-08-1992,344639,146210,Adj Land
Adyar,02-04-2009,1229,2,2,4,11325985,Yes,07-04-1990,385083,56630,Ab Normal
Chrompet,02-08-2011,1083,1,1,3,9664460,Yes,11-08-1974,318927,144967,Partial
Karapakkam,30-11-2010,1670,2,2,4,11825750,Yes,11-12-1965,543985,165561,Partial
Anna Nagar,23-03-2010,2000,2,1,5,16859010,Yes,26-03-1997,573206,118013,Ab Normal
Anna Nagar,19-08-2008,1997,2,1,5,14072760,Yes,29-08-1968,450328,253310,Partial
Velachery,28-07-2009,1949,3,2,5,9508790,Yes,31-07-1997,323299,104597,Partial
Anna Nagar,16-06-2007,1702,1,1,4,13534820,Yes,23-06-1979,514323,67674,Ab Normal
Anna Nagar,01-01-2008,1785,1,1,4,12484960,Yes,10-01-1970,436974,62425,Partial
Anna Nagar,07-11-2014,1632,1,1,4,19021940,Yes,12-11-1992,513592,361417,Normal Sale
Adyar,03-02-2007,905,1,1,3,10313310,Yes,11-02-1973,340339,123760,Family
Karapakkam,11-01-2010,1107,1,1,3,7350500,Yes,21-01-1972,227866,132309,Normal Sale
Chrompet,14-01-2013,772,1,1,2,8336390,Yes,16-01-2008,208410,125046,Ab Normal
Velachery,22-08-2005,1806,3,2,5,14025290,Yes,02-09-1963,448809,140253,Family
Chrompet,26-06-2008,1162,1,1,3,13859950,Yes,02-07-1987,429658,97020,Ab Normal
Velachery,25-08-2011,1558,2,1,4,7824540,Yes,03-09-1974,258210,101719,Family
Karapakkam,01-10-2009,838,1,1,2,7441250,Yes,10-10-1974,349739,104178,Adj Land
Chrompet,13-11-2012,1281,2,1,4,10320050,Yes,17-11-1997,319922,61920,Normal Sale
